Datetime,Open,High,Low,Close,Volume,ADX,DI_positive,DI_negative,SMA_10,SMA_50,ROC,SMA,RSI,MACD_line,Signal_line,MACD_hist,K,D,OBV,Sideways,Uptrend,Downtrend
2024-12-07 15:00:00+00:00,99562.359375,99879.1015625,99469.1640625,99879.1015625,0,16.26239245522362,16.90053080433592,23.334125091431527,99620.48984375,99416.3196875,0.6261801976848586,99620.48984375,45.33791523482245,12.400450866349274,48.878247624202544,-36.47779675785327,65.04095309009679,40.08608444750078,36918804480,0,1,0
2024-12-07 16:00:00+00:00,99853.078125,99853.078125,99598.6015625,99665.5390625,0,16.242948777122795,16.25721781129488,22.44591950627253,99641.86875,99339.6128125,0.21496762249030307,99641.86875,43.00226346763241,9.66898645045876,41.03639537085745,-31.367408920398688,55.319148936170215,50.92332299659831,36918804480,0,1,0
2024-12-07 17:00:00+00:00,99711.0,99757.5390625,99554.6953125,99701.890625,0,16.32275612118487,15.789165280817357,22.42287090120334,99654.6625,99303.50921875,0.12848490592654674,99654.6625,55.188683815336915,10.315967654896667,34.89230981600912,-24.57634216111245,72.65104583844509,64.33704928823737,36918804480,0,1,0
2024-12-07 18:00:00+00:00,99714.3203125,100286.8125,99714.3203125,100199.09375,0,15.381510892652235,21.91947664745254,20.582647591542134,99716.45703125,99283.6503125,0.620544472719995,99716.45703125,59.336041216085526,50.334726535656955,37.98079316462611,12.353933371030848,92.33714383211056,73.43577953557529,36918804480,0,1,0
2024-12-07 19:00:00+00:00,100214.578125,100310.9140625,100062.3828125,100200.84375,0,14.566271823605872,21.477117810521055,19.837678949392643,99759.03984375,99259.63125,0.4267883320614614,99759.03984375,71.20840052134383,81.25393863867794,46.63542226994465,34.61851636873329,90.19731990036597,85.06183652364054,36918804480,0,1,0
2024-12-07 20:00:00+00:00,100174.3515625,100434.9140625,100174.3515625,100350.609375,0,14.117630782467623,22.502302014050947,19.058838022502,99830.87265625,99261.9140625,0.7209793010736668,99830.87265625,70.62165727477381,116.49055340072664,60.60644850967159,55.88410489105505,93.23863707565258,91.92436693604304,36918804480,0,1,0
2024-12-07 21:00:00+00:00,100393.5703125,100479.5625,99819.6015625,99984.515625,0,13.45838372160488,20.32563031080922,22.41485890769939,99854.3859375,99282.22609375,0.23572357629719046,99854.3859375,58.471155644105714,113.58518211360206,71.20219523869129,42.38298687491077,61.669076237198524,81.70167773773903,36918804480,0,1,0
2024-12-07 22:00:00+00:00,99981.0078125,100074.296875,99823.609375,99823.609375,0,12.846225736518047,19.551960886259973,21.56166563756252,99887.2140625,99296.0253125,0.329946396666552,99887.2140625,54.70431126215299,97.18650119242375,76.39905643266843,20.787444759755317,49.21028594242437,68.03933308509183,36918804480,0,1,0
2024-12-07 23:00:00+00:00,99703.8515625,100281.421875,99703.8515625,99914.65625,0,12.149686387596862,20.95935330311321,19.701046146768878,99932.1390625,99313.32234375,0.4516645705652059,99932.1390625,52.82194912471266,90.48981274543621,79.21720769662352,11.272605048812693,56.25994325915082,55.71310181292457,36918804480,0,1,0
2024-12-08 00:00:00+00:00,99908.5390625,100046.21875,99758.578125,100046.21875,0,11.502899849312907,20.03223590720635,18.82958879137804,99976.6078125,99382.23796875,0.44646652959966415,99976.6078125,58.40306281045212,94.7012759916106,82.31402135685303,12.387254634757568,66.44667993442742,57.30563637866754,36918804480,0,1,0
2024-12-08 01:00:00+00:00,100073.234375,100179.8984375,99839.3125,99881.25,0,11.275383077063696,21.058333023412175,17.824213080325784,99976.82265625,99438.2834375,0.0021510380714183748,99976.82265625,52.62591282324133,83.76811165262188,82.60483941609937,1.1632722365225163,53.67333482545232,58.793319339676856,36918804480,0,1,0
2024-12-08 02:00:00+00:00,99920.4609375,100404.9609375,99853.6875,100175.5859375,102068224,11.647104789876932,22.741465184275363,16.30655221170484,100027.82734375,99490.3628125,0.5117585073012558,100027.82734375,63.33230234972393,97.71668332011905,85.62720819767289,12.08947512244616,76.46343602741466,65.52781692909814,37020872704,0,1,0
2024-12-08 03:00:00+00:00,100192.8125,100322.90625,99998.375,100000.2265625,0,11.992274951774942,21.57673778045767,15.4713954586611,100057.6609375,99526.81296875,0.2992279641136444,100057.6609375,59.91656164443093,93.54845841831411,87.21145824212384,6.337000176190273,62.88555648981024,64.3407757808924,37020872704,1,0,0
2024-12-08 04:00:00+00:00,100011.9296875,100079.2890625,99788.0390625,99876.3671875,0,11.580643580659117,20.559075834184217,18.147852594536765,100025.38828125,99573.5515625,-0.32208531077657576,100025.38828125,55.119253772610186,79.33996735265828,85.63716006397418,-6.297192711315901,40.3012425481903,59.88341168847173,37020872704,1,0,0
2024-12-08 05:00:00+00:00,99866.3984375,99866.3984375,99449.6171875,99573.4453125,0,11.312395259525525,19.13498357939504,22.38390606588747,99962.6484375,99610.5840625,-0.6261408726910046,99962.6484375,44.35993541690693,43.147837709999294,77.13929559207133,-33.99145788207204,12.022786404011136,38.40319514733722,37020872704,1,0,0
2024-12-08 06:00:00+00:00,99608.453125,99849.1640625,99486.2734375,99739.65625,0,11.063307532758614,17.99358052591949,21.048704568258504,99901.553125,99647.0003125,-0.6088185500866571,99901.553125,51.39195783777757,27.555112933536293,67.22245905933005,-39.667346125793756,28.160627460499267,26.82821880423357,37020872704,1,0,0
2024-12-08 07:00:00+00:00,99753.1484375,99890.8515625,99702.2421875,99755.3125,0,10.689138674828826,18.126336454132417,20.368647529906127,99878.6328125,99683.77671875,-0.22923862116774646,99878.6328125,51.01114955786236,16.273149955726694,57.03259723775917,-40.759447282032475,29.68073244180137,23.28804876877059,37020872704,1,0,0
2024-12-08 08:00:00+00:00,99748.3671875,99748.3671875,99118.7265625,99118.7265625,0,11.811677631320135,16.221375443015,27.86125464582849,99808.14453125,99704.388125,-0.7061283567217237,99808.14453125,30.576086254217344,-43.518612282015965,36.9223553324618,-80.44096761447776,0.0,19.28045330076688,37020872704,0,0,1
2024-12-08 09:00:00+00:00,99086.6875,99353.2890625,98778.8203125,98969.9140625,619401216,13.487793890873052,14.718152471748894,30.762501669814963,99713.6703125,99720.20515625,-0.9455491546066347,99713.6703125,28.980642751370752,-101.73581171204569,9.190721922079444,-110.92653363412514,11.235903442890283,13.638878628230552,36401471488,0,0,1
2024-12-08 10:00:00+00:00,98953.6484375,99412.7265625,98953.6484375,99359.609375,351465472,14.829683701283491,14.587343476042589,28.49034482536736,99645.009375,99738.10609375,-0.6862921793333644,99645.009375,34.359294313770945,-115.10885436389071,-15.669193336176592,-99.43966102771412,34.14915363237557,15.128352358421955,36752936960,0,0,1
2024-12-08 11:00:00+00:00,99333.9296875,99840.6015625,99253.65625,99768.34375,287039488,14.688450678114554,19.97007016068389,25.860394612309083,99633.71875,99771.15828125,-0.11304048557662225,99633.71875,46.63352507762237,-91.67629350149946,-30.870613369760683,-60.805680131738775,60.85103725269762,35.412031442654495,37039976448,0,0,1
2024-12-08 12:00:00+00:00,99763.9609375,100172.5546875,99582.1015625,100008.9609375,927236096,13.67648444477206,23.26567792616752,23.50933994490689,99617.05625,99806.92125,-0.16633294274311317,99617.05625,52.81657869681148,-53.082240327988984,-35.3129387615278,-17.76930156646118,75.64786255801216,56.882684481028456,37967212544,1,0,0
2024-12-08 13:00:00+00:00,99986.703125,100499.5625,99938.59375,100499.5625,1250783232,13.40825718972378,26.246598032875706,21.50865476455258,99666.98984375,99853.65171875,0.4993348061945797,99666.98984375,57.92572674726345,16.888787696123472,-24.87259346976919,41.76138116589266,100.0,78.83296660356994,39217995776,0,0,1
2024-12-08 14:00:00+00:00,100469.453125,100469.453125,99847.6875,99849.828125,329052160,12.922373549705855,23.72038278074658,20.780692384442034,99664.3359375,99896.52796875,-0.02657191410474278,99664.3359375,47.666513192582755,19.695515779632842,-15.95897161973281,35.65448739936565,62.241038795941066,79.29630045131775,38888943616,1,0,0
2024-12-08 15:00:00+00:00,99807.25,100006.4375,99458.2265625,99958.7109375,330854400,12.457705530246427,21.81847369638702,24.810676164363283,99702.8625,99921.5228125,0.38691603347748726,99702.8625,50.932813002745284,30.354410258412827,-6.696295243974022,37.05070550238685,68.5687044561985,76.93658108404652,39219798016,1,0,0
2024-12-08 16:00:00+00:00,99984.140625,100148.0390625,99792.28125,99902.7578125,309166080,11.679245932530465,22.772752535442518,23.494179463751255,99719.17265625,99929.39296875,0.16352729559362203,99719.17265625,46.51438084895717,33.896646806475474,1.4222931662067928,32.47435364026868,65.31701890989989,65.3755873873465,38910631936,1,0,0
2024-12-08 17:00:00+00:00,99894.703125,100026.4296875,99725.3046875,100017.3046875,386207744,11.11617252557781,21.722097874922035,23.43641351920783,99745.371875,99945.37796875,0.26263482208027766,99745.371875,50.22163192473032,45.42193164945638,10.222220862935549,35.19971078652083,71.9738484937913,68.61985728662991,39296839680,1,0,0
2024-12-08 18:00:00+00:00,99985.640625,100040.4296875,99641.6171875,99814.75,0,10.79720432788602,20.380953318799623,23.285009603033956,99814.97421875,99958.82234375,0.7022118439557611,99814.97421875,49.216366971164454,37.77799913879426,15.73337651814679,22.044622620647466,60.20249256543552,65.83111998970891,39296839680,1,0,0
2024-12-08 19:00:00+00:00,99757.2265625,99980.4765625,99562.8984375,99980.4765625,0,10.695576928007672,19.054405558234766,22.996427576590804,99916.03046875,99941.251875,1.0210805067101754,99916.03046875,55.36370225172544,44.577369114907924,21.502175037532094,23.07519407737583,69.83360196136296,67.33664767352992,39296839680,0,1,0
2024-12-08 20:00:00+00:00,100141.0859375,100165.3515625,99874.1171875,99893.25,213663744,10.064283457014158,21.12497986398211,21.92461240840012,99969.39453125,99906.94796875,0.53708003519413,99969.39453125,52.067028063638396,42.439038851996884,25.689547800444256,16.749491051552628,64.76447753739983,64.93352402139944,39083175936,0,1,0
2024-12-08 21:00:00+00:00,99883.0,100107.328125,99773.7265625,100031.828125,0,9.748940545805636,19.976435821821273,22.368717958997184,99995.74296875,99875.4946875,0.26409617028447463,99995.74296875,53.60210545170325,51.33356448334234,30.818351137042697,20.515213346299646,72.8178701959093,69.13864989822403,39083175936,0,1,0
2024-12-08 22:00:00+00:00,100069.46875,100297.25,99980.5,100297.25,0,9.199747072983298,22.082174439984296,21.190653816827563,100024.571875,99855.18375,0.2882632314119977,100024.571875,66.99587865349818,78.88837770059763,40.432356449781906,38.45602125081572,88.24271866699961,75.27502213343625,39083175936,0,1,0
2024-12-08 23:00:00+00:00,100291.34375,101352.5390625,100175.8984375,101346.7109375,1951522816,10.816091138540148,33.84692413184778,17.502985337264263,100109.28671875,99871.14765625,0.8429374381604895,100109.28671875,77.20857853220528,183.28795418444497,69.00347599678162,114.28447818766335,99.75704915683681,86.93921267324858,41034698752,1,0,0
2024-12-09 00:00:00+00:00,101212.4765625,101222.703125,99487.4453125,99684.640625,3380219904,10.660030653879755,26.113732806790303,21.964024126311262,100092.76796875,99851.9684375,-0.16543593825039446,100092.76796875,52.88142683403192,130.41793792259705,81.28636838196778,49.13156954062927,20.533989436344484,69.51125242006032,37654478848,1,0,0
2024-12-09 01:00:00+00:00,99685.359375,99888.1328125,99494.96875,99586.0703125,1330040832,10.515117346695103,24.822224217684102,20.877747950463643,100055.50390625,99845.6940625,-0.3727945483740748,100055.50390625,48.29010030297567,79.64679108714336,80.95845292300238,-1.3116618358590273,6.748820482364974,42.346619691848765,36324438016,1,0,0
2024-12-09 02:00:00+00:00,99603.265625,99733.7265625,99104.4921875,99267.7734375,1377349632,9.952487601249189,22.872532670817495,24.11212943903466,99992.00546875,99821.88703125,-0.6356024487249436,99992.00546875,43.146829708051136,13.571819830220193,67.48112630442975,-53.90930647420956,7.263249348392702,11.515353089034058,34947088384,1,0,0
2024-12-09 03:00:00+00:00,99247.84375,99342.6875,98766.5625,99100.390625,1616465920,10.043165216093186,21.22841903709239,26.595169847579637,99900.3140625,99800.9709375,-0.9167554208392844,99900.3140625,36.24055783308032,-51.702527558620204,43.64439553179684,-95.34692309041705,12.909170556336006,8.973746795697899,33330622464,1,0,0
2024-12-09 04:00:00+00:00,99144.296875,99496.765625,98958.515625,99437.0625,1456906240,9.797724260964445,21.727326207250986,24.801480683787734,99862.5453125,99787.9478125,-0.3783884646307284,99862.5453125,45.674534820510466,-75.39878818599391,19.83575878822037,-95.23454697421428,25.928309240041692,15.366909714923471,34787528704,1,0,0
2024-12-09 05:00:00+00:00,99478.5,99591.0234375,99397.4609375,99480.21875,470765568,9.36719331465457,22.41381434020845,24.170165962900104,99812.51953125,99788.53515625,-0.5003554990931433,99812.51953125,44.91573402134085,-89.6624999504129,-2.0638929595197593,-87.59860699089313,27.59716620594855,22.14488200077542,35258294272,0,0,1
2024-12-09 06:00:00+00:00,99493.9296875,99508.28125,98952.4140625,99137.46875,760717312,9.786578950805175,20.778095890699653,28.24915940174826,99736.94140625,99777.25796875,-0.7565889086599945,99736.94140625,42.33548086237087,-127.1563967520051,-27.08239371802914,-100.07400303397596,14.342985755502182,22.622820400497478,34497576960,0,0,1
2024-12-09 07:00:00+00:00,99089.265625,99718.015625,98451.078125,99600.890625,2894876672,10.940764635630641,17.62158934764331,29.969071192323284,99693.84765625,99784.124375,-0.4308003843151797,99693.84765625,46.101932907698725,-118.11653299514728,-45.28922157345993,-72.82731142168734,39.62874306316591,27.18963167487222,37392453632,0,0,1
2024-12-09 08:00:00+00:00,99602.3828125,99681.15625,98909.15625,98909.15625,1409060864,12.012508485825716,16.024155470540865,27.252312298250274,99555.03828125,99773.2725,-1.3839798698369097,99555.03828125,42.233954173924694,-164.86654520542652,-69.20468629986077,-95.66185890556575,15.787843947149469,23.253190921939193,35983392768,0,0,1
2024-12-09 09:00:00+00:00,98914.671875,99071.9765625,98475.703125,98547.46875,1363050496,13.602358758843865,14.900600245443604,30.438495186841475,99275.1140625,99752.7428125,-2.7620454197337283,99275.1140625,38.110640239673415,-228.46654744590342,-101.05705852907732,-127.40948891682609,3.322141055018081,19.579576021777825,34620342272,0,0,1
2024-12-09 10:00:00+00:00,98428.6640625,98737.78125,98300.8515625,98716.984375,1803927552,15.29726319144807,14.119359229437272,30.94076274199255,99178.3484375,99735.45953125,-0.9707174986367164,99178.3484375,40.3722394732938,-262.1698712181242,-133.27962106689316,-128.89025015123102,13.636154176992237,10.915379726386599,36424269824,0,0,1
2024-12-09 11:00:00+00:00,98701.59375,98701.59375,98021.9609375,98021.9609375,1773424640,17.202618452852203,12.95572724975619,31.697819765361206,99021.9375,99700.3984375,-1.5706105985423884,99021.9375,34.92259778864219,-341.02935949826497,-174.82956875317421,-166.19979074509075,0.0,5.6527650773367775,34650845184,0,0,1
2024-12-09 12:00:00+00:00,98059.2890625,98543.8203125,98023.8125,98543.8203125,1617162240,18.97187690987033,12.146290274202984,29.717430176425747,98949.5421875,99678.62921875,-0.7292932035549364,98949.5421875,37.33364184815428,-357.2990151051199,-211.3234580235681,-145.9755570815518,15.668732436654672,9.768295537882308,36268007424,0,0,1
2024-12-09 13:00:00+00:00,98556.15625,99072.0234375,98226.4453125,99047.0546875,1484886016,19.195919943381647,17.092918907799692,26.796117463632147,98944.20859375,99664.58265625,-0.053820108239356394,98944.20859375,31.964541301492062,-325.83127216188586,-234.225020851234,-91.60625131065186,32.02675160790344,15.898494681519376,37752893440,1,0,0
2024-12-09 14:00:00+00:00,98959.5234375,100346.1171875,98895.7734375,100322.4453125,2978435072,18.570600992863724,27.966217090053764,22.678202946233338,99032.746875,99681.125,0.8903951808713175,99032.746875,55.325072108516956,-195.72621470001468,-226.52525962098952,30.799044920974836,98.98148521640918,48.89232308698911,40731328512,0,0,1
2024-12-09 15:00:00+00:00,100219.484375,100416.078125,97523.6171875,97894.140625,5413707776,18.361258972830626,21.026356866702407,28.822647842164873,98874.1390625,99649.6996875,-1.5943653370786341,98874.1390625,39.83023388391175,-285.2673745732609,-238.27368261144454,-46.99369196181635,12.809972044782368,47.939402956365,35317620736,0,0,1
2024-12-09 16:00:00+00:00,97789.3515625,98319.015625,97565.9296875,97865.484375,3983392768,18.166869954228464,19.658534041844995,26.94765466853654,98746.940625,99614.97875,-1.2830510916186773,98746.940625,41.267119788651186,-354.45567203820974,-261.51008049679876,-92.94559154141098,11.819249935851554,41.203569065681044,31334227968,0,0,1
2024-12-09 17:00:00+00:00,97822.9453125,98148.84375,97479.3359375,97479.3359375,2144272384,18.088746101298273,18.505949020393402,26.12602699003527,98534.78515625,99566.9834375,-2.130055940451085,98534.78515625,40.172513254402105,-435.4267815797357,-296.29342071338755,-139.13336086634814,0.0,8.209740660211311,29189955584,0,0,1
2024-12-09 18:00:00+00:00,97357.3515625,98209.203125,97357.3515625,97931.78125,2727346176,18.165043943542535,17.12979522479649,25.248091304283864,98437.04765625,99532.30828125,-0.988154218533231,98437.04765625,41.00070433981686,-457.8117760151217,-328.59709177373543,-129.2146842413863,18.78002743175903,10.199759122536866,31917301760,0,0,1
2024-12-09 19:00:00+00:00,97779.671875,97779.671875,96980.5390625,97000.0703125,2891431936,18.681354906778832,15.72367774450186,26.427223657305905,98282.3078125,99478.271875,-1.5702061728500762,98282.3078125,36.596520471762084,-544.4557029063726,-371.768814000264,-172.6868889061086,0.5685061250849917,6.4495111856146785,29025869824,0,0,1
2024-12-09 20:00:00+00:00,96990.7109375,97236.0703125,96146.1875,96149.8203125,5003141120,19.98876729263848,14.27758068423316,31.037375296960047,98025.59140625,99397.28640625,-2.6005292592286,98025.59140625,34.6934560571117,-673.9594544012652,-432.2069420804655,-241.75251232079972,0.08507975540942574,6.477871104084486,24022728704,0,0,1
2024-12-09 21:00:00+00:00,96220.375,97474.546875,95042.921875,97234.96875,10950115328,22.018241572933327,11.693581680900675,33.63161441514617,97946.8921875,99337.96890625,-0.8028733357025941,97946.8921875,38.60467706516193,-681.1789093844563,-482.00133554126455,-199.1775738431918,40.796261508308085,13.816615796267504,34972844032,0,0,1
2024-12-09 22:00:00+00:00,96978.2265625,97374.015625,95386.78125,96997.6015625,7269015552,23.902753404635682,10.086891171183087,29.010652490746747,97792.2703125,99270.90875,-1.5690671876700792,97792.2703125,40.371691681954445,-698.0074163986137,-525.2025517127349,-172.80486468587878,36.378612431008314,25.753317898241946,27703828480,0,0,1
2024-12-09 23:00:00+00:00,97018.1953125,97496.484375,96807.0234375,97485.7265625,554811392,25.411059400478532,10.461715285274623,27.594058132859185,97636.1375,99220.93296875,-1.5763498772639866,97636.1375,44.71937128100795,-664.2994323606545,-553.0219278423191,-111.27750451833538,45.463123978574046,40.87933263929682,28258639872,0,0,1
2024-12-10 00:00:00+00:00,97391.328125,98115.53125,97080.9140625,97888.015625,0,25.668304196305336,14.072776618712338,25.57582053083903,97392.69453125,99182.22109375,-2.4266052127386435,97392.69453125,45.97038436824492,-598.2286566912662,-562.0632736121086,-36.165383079157664,52.95013987356128,44.93062542771455,28258639872,0,0,1
2024-12-10 01:00:00+00:00,97891.5390625,98088.28125,97603.7578125,98014.2421875,665968640,25.907174363858793,13.572137530882857,24.665960607103436,97404.7046875,99144.2128125,0.1226851390013926,97404.7046875,49.960282875970016,-529.57714591072,-555.5660480718308,25.988902161110786,55.29934686898413,51.23753690703982,28924608512,0,0,1
2024-12-10 02:00:00+00:00,97991.65625,97991.65625,96904.1484375,96904.1484375,444170240,26.769820530965664,12.476962852881147,27.76106364421115,97308.57109375,99081.37140625,-0.9823033561213087,97308.57109375,42.04459134706502,-558.3087624940235,-556.1145909562692,-2.1941715377543005,34.639353033889535,47.62961325881165,28480438272,0,0,1
2024-12-10 03:00:00+00:00,96773.4921875,96963.2578125,95795.140625,96785.578125,3627892736,28.35696522699692,11.431629687561747,33.389367125272756,97239.1953125,99019.45796875,-0.7116973108483329,97239.1953125,38.602263411591736,-583.9152824449266,-561.6747292540007,-22.24055319092588,32.43263677656871,40.790445559814124,24852545536,0,0,1
2024-12-10 04:00:00+00:00,96962.1484375,97097.5,96069.75,97073.5078125,994238464,29.590113578261878,11.551517967963651,30.933731560734824,97153.36796875,98957.41640625,-0.8763992919816314,97153.36796875,31.815510495357074,-574.3545256841026,-564.210688540021,-10.143837144081544,37.791306320191225,34.95443204354983,25846784000,0,0,1
2024-12-10 05:00:00+00:00,97072.3125,97072.3125,96585.4140625,96963.7890625,1043906560,30.73517990443648,11.132763777786584,29.81235255714455,97149.73984375,98896.68765625,-0.037403323402874465,97149.73984375,42.967523701426394,-569.0709589465114,-565.182742621319,-3.8882163251923885,58.63285162398054,42.95226490691349,24802877440,0,0,1
2024-12-10 06:00:00+00:00,96969.9140625,97453.859375,96907.328125,97448.765625,648577024,31.0769766613574,13.590430629021247,28.56372921010334,97279.634375,98848.135625,1.3509596879934367,97279.634375,47.053325201527365,-519.7589982356003,-556.0979937441753,36.33899550857495,75.98326112059692,57.469139688256234,25451454464,0,0,1
2024-12-10 07:00:00+00:00,97473.234375,97473.234375,96944.0625,97210.4140625,0,31.357779815917663,13.174955207161704,27.368496209138023,97277.17890625,98800.875,-0.02525293915929808,97277.17890625,48.05782186262229,-494.2147412940976,-543.7213432541598,49.5066019600622,68.45545345979609,67.69052206812454,25451454464,0,0,1
2024-12-10 08:00:00+00:00,97216.984375,97498.84375,97044.4296875,97476.171875,0,31.566930768574235,12.894077409226174,26.348873694921217,97325.0359375,98755.6053125,0.49338365566867676,97325.0359375,46.618360289188814,-447.3694511023059,-524.450964823789,77.08151372148313,79.19164797835715,74.54345418625006,25451454464,0,0,1
2024-12-10 09:00:00+00:00,97433.4375,97650.4921875,97289.2578125,97482.484375,0,31.44467460567748,13.79309351252326,25.534474387977653,97324.71171875,98710.14875,-0.003325807391835327,97324.71171875,54.15078587244547,-405.0655130496016,-500.57387446895154,95.50836141934997,79.39709225159804,75.68139789658376,25451454464,0,0,1
2024-12-10 10:00:00+00:00,97508.234375,97878.2421875,97508.234375,97677.828125,0,30.86127164641803,15.332558956431905,24.636069972147798,97303.69296875,98681.33078125,-0.21472240361395106,97303.69296875,64.81715770574019,-351.7223871187016,-470.8035769989015,119.08118988019993,85.75467716263152,81.44780579752891,25451454464,0,0,1
2024-12-10 11:00:00+00:00,97699.3828125,97905.234375,97513.6484375,97868.921875,140959744,30.26297189903334,15.027586641465017,23.745815195533332,97289.1609375,98659.3109375,-0.14826448611621573,97289.1609375,57.437000051323785,-290.67724738009565,-434.7783110751403,144.10106369504467,90.96255153458543,85.37144031627167,25592414208,0,0,1
2024-12-10 12:00:00+00:00,97820.65625,97852.84375,96948.5703125,97112.9921875,0,30.40787741236773,13.768273545694147,26.901077752269032,97310.0453125,98614.37859375,0.2155157992381486,97310.0453125,51.206833439009564,-299.83906456614204,-407.79046177334067,107.95139720719862,56.794384027473825,77.8372042415636,25592414208,0,0,1
2024-12-10 13:00:00+00:00,97163.4921875,97912.9140625,97163.4921875,97790.6796875,349257728,30.407527689372564,13.313059410526366,24.94449718419822,97410.55546875,98574.8253125,1.0384827801533576,97410.55546875,53.067765279882295,-249.53987546377175,-376.1403445114269,126.60046904765517,86.00013467560015,77.91902341255313,25941671936,0,0,1
